Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Diegten;4457;00;Hölstein;2886;BL;7.789342084738527;47.414538266841646;de;2008-07-01
Lampenberg;4432;00;Lampenberg;2887;BL;7.753072549451457;47.42754014995162;de;2008-07-01
Langenbruck;4438;00;Langenbruck;2888;BL;7.76901532158253;47.35771211332848;de;2008-07-01
Beinwil SO;4229;00;Lauwil;2889;BL;7.647736928385685;47.36967473810312;de;2008-07-01
Reigoldswil;4418;00;Lauwil;2889;BL;7.686201036193833;47.37616329491499;de;2008-07-01
Lauwil;4426;00;Lauwil;2889;BL;7.664525354633697;47.38066959930223;de;2008-07-01
Ramiswil;4719;00;Lauwil;2889;BL;7.68443325192016;47.37160737957291;de;2008-07-01
Liedertswil;4436;02;Liedertswil;2890;BL;7.720344064826942;47.38848975949224;de;2008-07-01
Arboldswil;4424;00;Niederdorf;2891;BL;7.733136029479539;47.40850355494273;de;2008-07-01
Bennwil;4431;00;Niederdorf;2891;BL;7.767752577926559;47.40216884696386;de;2008-07-01
Niederdorf;4435;00;Niederdorf;2891;BL;7.75094259086709;47.412450809868254;de;2008-07-01
Oberdorf BL;4436;00;Niederdorf;2891;BL;7.767073981532746;47.40642866629543;de;2008-07-01
Niederdorf;4435;00;Oberdorf (BL);2892;BL;7.74426638562347;47.40298499353548;de;2008-07-01
Oberdorf BL;4436;00;Oberdorf (BL);2892;BL;7.750483620034094;47.39209155124014;de;2008-07-01
Liedertswil;4436;02;Oberdorf (BL);2892;BL;7.733805519238533;47.3911843975384;de;2008-07-01
Reigoldswil;4418;00;Reigoldswil;2893;BL;7.687679054562557;47.39988437667958;de;2008-07-01
Titterten;4425;00;Titterten;2894;BL;7.717348177540559;47.40171402618709;de;2008-07-01
Reigoldswil;4418;00;Waldenburg;2895;BL;7.7013963077001515;47.37412721387721;de;2008-07-01
Waldenburg;4437;00;Waldenburg;2895;BL;7.73816324856592;47.37766408324762;de;2008-07-01
Langenbruck;4438;00;Waldenburg;2895;BL;7.726781250455321;47.369830714532554;de;2008-07-01
Gächlingen;8214;00;Gächlingen;2901;SH;8.497994546489318;47.71072283843011;de;2008-07-01
Gächlingen;8214;00;Gächlingen;2901;SH;8.510211389142373;47.73492476738558;de;2008-07-01
Siblingen;8225;00;Gächlingen;2901;SH;8.502621799308814;47.73166873679486;de;2008-07-01
Schleitheim;8226;00;Gächlingen;2901;SH;8.504267884913013;47.73620985075212;de;2008-07-01
Guntmadingen;8223;00;Löhningen;2903;SH;8.55609618472677;47.6926062190925;de;2008-07-01
Löhningen;8224;00;Löhningen;2903;SH;8.545380985368103;47.70574348905208;de;2008-07-01
Neunkirch;8213;00;Neunkirch;2904;SH;8.506472543230997;47.681090502831864;de;2008-07-01
Wilchingen;8217;00;Neunkirch;2904;SH;8.466253342198252;47.682666910192395;de;2008-07-01
Guntmadingen;8223;00;Neunkirch;2904;SH;8.539872419674069;47.68709106967656;de;2008-07-01
Löhningen;8224;00;Neunkirch;2904;SH;8.525409627571191;47.698894185045305;de;2008-07-01
Schaffhausen;8200;00;Büttenhardt;2914;SH;8.631180725286129;47.745021463165074;de;2008-07-01
Büttenhardt;8236;00;Büttenhardt;2914;SH;8.645335279244044;47.75443262989618;de;2008-07-01
Dörflingen;8239;00;Dörflingen;2915;SH;8.714232782326212;47.708797308641756;de;2008-07-01
Lohn SH;8235;00;Lohn (SH);2917;SH;8.671061216117918;47.75728945799888;de;2008-07-01
Stetten SH;8234;00;Stetten (SH);2919;SH;8.656204561461271;47.73714969713279;de;2008-07-01
Opfertshofen SH;8236;02;Thayngen;2920;SH;8.661638629167076;47.77264376710297;de;2008-07-01
Thayngen;8240;00;Thayngen;2920;SH;8.710579879573965;47.739545586162066;de;2008-07-01
Barzheim;8241;00;Thayngen;2920;SH;8.716171859384009;47.760146764631926;de;2008-07-01
Bibern SH;8242;00;Thayngen;2920;SH;8.677464859145035;47.76982118912672;de;2008-07-01
Hofen SH;8242;01;Thayngen;2920;SH;8.676781254852111;47.78119211012767;de;2008-07-01
Altdorf SH;8243;00;Thayngen;2920;SH;8.657787064063983;47.78719646926342;de;2008-07-01
Bargen SH;8233;00;Bargen (SH);2931;SH;8.592043776390708;47.7941760852033;de;2008-07-01
Beringen;8222;00;Beringen;2932;SH;8.575847467467913;47.698220966929156;de;2008-07-01
Guntmadingen;8223;00;Beringen;2932;SH;8.554935210190667;47.68120313569223;de;2008-07-01
Buchberg;8454;00;Buchberg;2933;SH;8.550952743273474;47.568523747003084;de;2008-07-01
Rüdlingen;8455;00;Buchberg;2933;SH;8.55301745198351;47.59191954649912;de;2008-07-01
Merishausen;8232;00;Merishausen;2936;SH;8.602405133718763;47.76295036888233;de;2008-07-01
Schaffhausen;8200;00;Neuhausen am Rheinfall;2937;SH;8.623743442700546;47.69009215642966;de;2008-07-01
Neuhausen am Rheinfall;8212;00;Neuhausen am Rheinfall;2937;SH;8.605177799637554;47.67879347741769;de;2008-07-01
Rüdlingen;8455;00;Rüdlingen;2938;SH;8.566236999428252;47.58674324181939;de;2008-07-01
Schaffhausen;8200;00;Schaffhausen;2939;SH;8.625944327476045;47.71766272558258;de;2008-07-01
Schaffhausen;8203;00;Schaffhausen;2939;SH;8.66205519343421;47.6997598969335;de;2008-07-01
Schaffhausen;8207;00;Schaffhausen;2939;SH;8.672768788265897;47.72346967760935;de;2008-07-01
Schaffhausen;8208;00;Schaffhausen;2939;SH;8.635900474439833;47.71189902286902;de;2008-07-01
Neuhausen am Rheinfall;8212;00;Schaffhausen;2939;SH;8.620436430938586;47.695531582409195;de;2008-07-01
Beringen;8222;00;Schaffhausen;2939;SH;8.604933562726295;47.69453437371277;de;2008-07-01
Hemmental;8231;00;Schaffhausen;2939;SH;8.573928057500313;47.73912734812002;de;2008-07-01
Schleitheim;8226;00;Beggingen;2951;SH;8.511243258663374;47.763312055921105;de;2008-07-01
Beggingen;8228;00;Beggingen;2951;SH;8.539705485007225;47.765883728230676;de;2008-07-01
Schleitheim;8226;00;Schleitheim;2952;SH;8.502309253567727;47.75094124142535;de;2008-07-01
Siblingen;8225;00;Siblingen;2953;SH;8.520515511102653;47.71990106632003;de;2008-07-01
Buch SH;8263;00;Buch (SH);2961;SH;8.784504570139571;47.71616422469481;de;2008-07-01
Hemishofen;8261;00;Hemishofen;2962;SH;8.84055096209509;47.684395531078266;de;2008-07-01
Ramsen;8262;00;Ramsen;2963;SH;8.819330095993292;47.706595426030944;de;2008-07-01
Stein am Rhein;8260;00;Stein am Rhein;2964;SH;8.856540938352971;47.665352426740135;de;2008-07-01
Hallau;8215;00;Hallau;2971;SH;8.439773063495974;47.701475013746915;de;2008-07-01
Oberhallau;8216;00;Oberhallau;2972;SH;8.472352993767101;47.71425220550738;de;2008-07-01
Wilchingen;8217;00;Trasadingen;2973;SH;8.447012741259423;47.65778129566817;de;2008-07-01
Trasadingen;8219;00;Trasadingen;2973;SH;8.425205162529966;47.66891849585267;de;2008-07-01
Wilchingen;8217;00;Wilchingen;2974;SH;8.457619684091204;47.666332673337656;de;2008-07-01
Wilchingen;8217;00;Wilchingen;2974;SH;8.518380494900157;47.65588087324069;de;2008-07-01
Osterfingen;8218;00;Wilchingen;2974;SH;8.491634810316924;47.65736976754602;de;2008-07-01
Herisau;9100;00;Herisau;3001;AR;9.287514353506516;47.37927806034772;de;2008-07-01
Schachen b. Herisau;9112;00;Herisau;3001;AR;9.235813172449827;47.379649741045604;de;2008-07-01
Gossau SG;9200;00;Herisau;3001;AR;9.232338094876022;47.39694574838492;de;2008-07-01
Stein AR;9063;00;Hundwil;3002;AR;9.346822749291075;47.355892988054265;de;2008-07-01
Hundwil;9064;00;Hundwil;3002;AR;9.321211033919122;47.35539836804481;de;2008-07-01
Urnäsch;9107;00;Hundwil;3002;AR;9.316250556313058;47.26630064485439;de;2008-07-01
Gonten;9108;00;Hundwil;3002;AR;9.328226805603498;47.33131402520603;de;2008-07-01
Schönengrund;9105;00;Schönengrund;3003;AR;9.224108390200227;47.32614285704995;de;2008-07-01
Urnäsch;9107;00;Schönengrund;3003;AR;9.251761358474665;47.326813388597735;de;2008-07-01
Herisau;9100;00;Schwellbrunn;3004;AR;9.2446810632567;47.36699143583707;de;2008-07-01
Schwellbrunn;9103;00;Schwellbrunn;3004;AR;9.234309169436463;47.35124126164852;de;2008-07-01
Waldstatt;9104;00;Schwellbrunn;3004;AR;9.268754772928707;47.34323254031179;de;2008-07-01
Schönengrund;9105;00;Schwellbrunn;3004;AR;9.242411050371361;47.33190350750065;de;2008-07-01
Degersheim;9113;00;Schwellbrunn;3004;AR;9.199921527866584;47.358081644978405;de;2008-07-01
St. Gallen;9014;00;Stein (AR);3005;AR;9.327677465960274;47.4006193684608;de;2008-07-01
Stein AR;9063;00;Stein (AR);3005;AR;9.34395994982958;47.375858227517504;de;2008-07-01
Schwellbrunn;9103;00;Urnäsch;3006;AR;9.272216362651145;47.340440300539626;de;2008-07-01
Waldstatt;9104;00;Urnäsch;3006;AR;9.277342221836811;47.34154111958317;de;2008-07-01
Urnäsch;9107;00;Urnäsch;3006;AR;9.27712805439734;47.30481492587468;de;2008-07-01
Herisau;9100;00;Waldstatt;3007;AR;9.267691593175542;47.35757592865461;de;2008-07-01
Schwellbrunn;9103;00;Waldstatt;3007;AR;9.267067637588232;47.3548114637426;de;2008-07-01
Waldstatt;9104;00;Waldstatt;3007;AR;9.286815787109873;47.356015145053426;de;2008-07-01
Trogen;9043;00;Bühler;3021;AR;9.44848279578529;47.39016221157859;de;2008-07-01
Bühler;9055;00;Bühler;3021;AR;9.426017010816878;47.37811730463869;de;2008-07-01
Bühler;9055;00;Gais;3022;AR;9.442511446660834;47.377395245500956;de;2008-07-01
Gais;9056;00;Gais;3022;AR;9.46366044791527;47.36963908968907;de;2008-07-01
Altstätten SG;9450;00;Gais;3022;AR;9.502423783131304;47.387135693940564;de;2008-07-01
Speicherschwendi;9037;00;Speicher;3023;AR;9.440204373593966;47.42709863431144;de;2008-07-01
Speicher;9042;00;Speicher;3023;AR;9.441243568476118;47.4072870164018;de;2008-07-01
St. Gallen;9012;00;Teufen (AR);3024;AR;9.369950700923868;47.40659385270984;de;2008-07-01
Speicher;9042;00;Teufen (AR);3024;AR;9.434758998343407;47.39498438893677;de;2008-07-01
Niederteufen;9052;00;Teufen (AR);3024;AR;9.363571051078102;47.39232576767636;de;2008-07-01
Teufen AR;9053;00;Teufen (AR);3024;AR;9.400716572746658;47.38945334354936;de;2008-07-01
Bühler;9055;00;Teufen (AR);3024;AR;9.40113026008164;47.37887430296929;de;2008-07-01
Lustmühle;9062;00;Teufen (AR);3024;AR;9.35409794826186;47.39827343412859;de;2008-07-01
Trogen;9043;00;Trogen;3025;AR;9.482533201138757;47.40152475493491;de;2008-07-01
Grub AR;9035;00;Grub (AR);3031;AR;9.506555355852266;47.44204251376991;de;2008-07-01
Rehetobel;9038;00;Grub (AR);3031;AR;9.513471100471978;47.43285099681087;de;2008-07-01
Grub SG;9036;00;Heiden;3032;AR;9.52946942697208;47.45633624134485;de;2008-07-01
Rehetobel;9038;00;Heiden;3032;AR;9.517300423412886;47.4303227784062;de;2008-07-01
Heiden;9410;00;Heiden;3032;AR;9.539099153697467;47.45444179565629;de;2008-07-01
Oberegg;9413;00;Heiden;3032;AR;9.544926463496585;47.43112041069645;de;2008-07-01
Wolfhalden;9427;00;Heiden;3032;AR;9.546312101542412;47.46181425483652;de;2008-07-01
Wienacht-Tobel;9405;00;Lutzenberg;3033;AR;9.535058210499814;47.46446579754452;de;2008-07-01
Lutzenberg;9426;00;Lutzenberg;3033;AR;9.574644286302536;47.45814825160627;de;2008-07-01
Wolfhalden;9427;00;Lutzenberg;3033;AR;9.563520983379423;47.456245707433254;de;2008-07-01
Eggersriet;9034;00;Rehetobel;3034;AR;9.467196034282553;47.43650051202696;de;2008-07-01
Speicherschwendi;9037;00;Rehetobel;3034;AR;9.452858264026544;47.43091998434436;de;2008-07-01
Rehetobel;9038;00;Rehetobel;3034;AR;9.48567610079652;47.42721806601166;de;2008-07-01
Reute AR;9411;00;Reute (AR);3035;AR;9.563787089372667;47.402646209770914;de;2008-07-01
Schachen b. Reute;9411;01;Reute (AR);3035;AR;9.563924471761268;47.42534390853769;de;2008-07-01
Marbach SG;9437;00;Reute (AR);3035;AR;9.55753723093045;47.397355875039295;de;2008-07-01
Trogen;9043;00;Wald (AR);3036;AR;9.498063786819817;47.40609774004098;de;2008-07-01
Wald AR;9044;00;Wald (AR);3036;AR;9.499129070558965;47.41450908919362;de;2008-07-01
Wolfhalden;9427;00;Walzenhausen;3037;AR;9.566258509886016;47.43984373562073;de;2008-07-01
Walzenhausen;9428;00;Walzenhausen;3037;AR;9.607328968781156;47.44504846821289;de;2008-07-01
Heiden;9410;00;Wolfhalden;3038;AR;9.554041894979246;47.43887317401946;de;2008-07-01
Thal;9425;00;Wolfhalden;3038;AR;9.56039362228013;47.46307228162856;de;2008-07-01
Wolfhalden;9427;00;Wolfhalden;3038;AR;9.56435591696704;47.4504478429957;de;2008-07-01
Walzenhausen;9428;00;Wolfhalden;3038;AR;9.572354420120242;47.44475961213278;de;2008-07-01
Appenzell;9050;00;Appenzell;3101;AI;9.408914164591476;47.32283480181203;de;2008-07-01
Appenzell Meistersrüte;9050;05;Appenzell;3101;AI;9.431595447002687;47.34987326068106;de;2009-01-01
Appenzell Schlatt;9050;07;Appenzell;3101;AI;9.416447556650878;47.35585715151398;de;2009-01-01
Gais;9056;00;Appenzell;3101;AI;9.455215064980933;47.35049623207634;de;2008-07-01
Appenzell;9050;00;Gonten;3102;AI;9.386077557550824;47.34067491287016;de;2008-07-01
Gonten;9108;00;Gonten;3102;AI;9.34613020972645;47.329739770689756;de;2008-07-01
Gontenbad;9108;02;Gonten;3102;AI;9.369479096749407;47.325507184398255;de;2009-01-01
Jakobsbad;9108;03;Gonten;3102;AI;9.332860633029368;47.3076917402161;de;2009-01-01
Appenzell;9050;00;Schlatt-Haslen;3104;AI;9.391042336947333;47.34789183260624;de;2008-07-01
Appenzell Enggenhütten;9050;03;Schlatt-Haslen;3104;AI;9.35962589658659;47.34964016320743;de;2009-01-01
Appenzell Schlatt;9050;07;Schlatt-Haslen;3104;AI;9.400886317877056;47.356537438922224;de;2009-01-01
Niederteufen;9052;00;Schlatt-Haslen;3104;AI;9.362496804855587;47.38645638341771;de;2008-07-01
Teufen AR;9053;00;Schlatt-Haslen;3104;AI;9.394415153089247;47.375812302808065;de;2008-07-01
Haslen AI;9054;00;Schlatt-Haslen;3104;AI;9.382245748561457;47.36950683040404;de;2008-07-01
Bühler;9055;00;Schlatt-Haslen;3104;AI;9.400252772631024;47.371485503629344;de;2008-07-01
Gais;9056;00;Schlatt-Haslen;3104;AI;9.430401122652773;47.36417093443229;de;2008-07-01
Gonten;9108;00;Schlatt-Haslen;3104;AI;9.346300185067967;47.344428936466166;de;2008-07-01
Oberegg;9413;00;Oberegg;3111;AI;9.547884483170114;47.41317045024348;de;2008-07-01
Oberegg;9413;00;Oberegg;3111;AI;9.579779025310728;47.42350404683652;de;2008-07-01
Wolfhalden;9427;00;Oberegg;3111;AI;9.566731983713249;47.437700433512106;de;2008-07-01
Walzenhausen;9428;00;Oberegg;3111;AI;9.583721281690837;47.43389932087298;de;2008-07-01
Berneck;9442;00;Oberegg;3111;AI;9.600789060208966;47.41422373489577;de;2008-07-01
Büriswilen;9442;02;Oberegg;3111;AI;9.599643612667315;47.43241076401012;de;2009-01-01
Lüchingen;9450;02;Oberegg;3111;AI;9.548852583626399;47.39750400738389;de;2008-07-01
Appenzell;9050;00;Schwende-Rüte;3112;AI;9.408470755793685;47.31019320368847;de;2008-07-01
Appenzell Eggerstanden;9050;02;Schwende-Rüte;3112;AI;9.475528008701682;47.33329466669595;de;2009-01-01
Appenzell Meistersrüte;9050;05;Schwende-Rüte;3112;AI;9.454217868096913;47.342171145989624;de;2009-01-01
Appenzell Steinegg;9050;06;Schwende-Rüte;3112;AI;9.455637303208468;47.3214307141372;de;2009-01-01
Weissbad;9057;00;Schwende-Rüte;3112;AI;9.37064471720435;47.28758224111736;de;2008-07-01
Schwende;9057;02;Schwende-Rüte;3112;AI;9.434075940108933;47.2965088837764;de;2008-07-01
Wasserauen;9057;03;Schwende-Rüte;3112;AI;9.390379200078419;47.26203522910571;de;2009-01-01
Brülisau;9058;00;Schwende-Rüte;3112;AI;9.456520557372011;47.27561874327979;de;2008-07-01
Urnäsch;9107;00;Schwende-Rüte;3112;AI;9.32911574180627;47.280348459210536;de;2008-07-01
Gonten;9108;00;Schwende-Rüte;3112;AI;9.356312496204728;47.29687248586329;de;2008-07-01
Frümsen;9467;00;Schwende-Rüte;3112;AI;9.453242511656565;47.260783114889094;de;2008-07-01
Lömmenschwil;9308;00;Häggenschwil;3201;SG;9.3412266037714;47.50142412425755;de;2008-07-01
Häggenschwil;9312;00;Häggenschwil;3201;SG;9.335647827375144;47.489970957769486;de;2008-07-01
Winden;9315;02;Häggenschwil;3201;SG;9.356266866275632;47.51037776114207;de;2008-07-01
Hagenwil b. Amriswil;8580;05;Muolen;3202;SG;9.317256801464032;47.52952086574818;de;2008-07-01
Bischofszell;9220;00;Muolen;3202;SG;9.278285093040843;47.50943471347918;de;2008-07-01
Lömmenschwil;9308;00;Muolen;3202;SG;9.329423229834667;47.50478564868487;de;2008-07-01
Muolen;9313;00;Muolen;3202;SG;9.320331681181454;47.51813628987768;de;2008-07-01
St. Gallen;9000;00;St. Gallen;3203;SG;9.362229413507695;47.42363487883572;de;2008-07-01
St. Gallen;9008;00;St. Gallen;3203;SG;9.391851107484579;47.44181557229332;de;2008-07-01
St. Gallen;9010;00;St. Gallen;3203;SG;9.37171024782361;47.44223918002585;de;2008-07-01
St. Gallen;9011;00;St. Gallen;3203;SG;9.399316304187936;47.41476307732838;de;2008-07-01
St. Gallen;9012;00;St. Gallen;3203;SG;9.360818719400768;47.41028434194868;de;2008-07-01
St. Gallen;9014;00;St. Gallen;3203;SG;9.335477413627848;47.40925795467224;de;2008-07-01
St. Gallen;9015;00;St. Gallen;3203;SG;9.308943896675144;47.41038048611557;de;2008-07-01
St. Gallen;9016;00;St. Gallen;3203;SG;9.414880144173859;47.4402441686639;de;2008-07-01
Abtwil SG;9030;00;St. Gallen;3203;SG;9.331252582688034;47.419696725759444;de;2008-07-01
Speicherschwendi;9037;00;St. Gallen;3203;SG;9.428905815360713;47.42475099108702;de;2008-07-01
Speicher;9042;00;St. Gallen;3203;SG;9.42715281436781;47.41616861457437;de;2008-07-01
Wittenbach;9300;00;St. Gallen;3203;SG;9.398068379064998;47.45132839459525;de;2008-07-01
St. Gallen;9008;00;Wittenbach;3204;SG;9.392537564793853;47.446016355932485;de;2008-07-01
Wittenbach;9300;00;Wittenbach;3204;SG;9.384363083973946;47.46571966403756;de;2008-07-01
Lömmenschwil;9308;00;Wittenbach;3204;SG;9.359965876268376;47.49318474056403;de;2008-07-01
Wittenbach;9300;00;Berg (SG);3211;SG;9.389970561619755;47.47527907202104;de;2008-07-01
Berg SG;9305;00;Berg (SG);3211;SG;9.412936829249855;47.48781583590732;de;2008-07-01
Freidorf TG;9306;00;Berg (SG);3211;SG;9.380454384686022;47.48135732766044;de;2008-07-01
Eggersriet;9034;00;Eggersriet;3212;SG;9.463672464251614;47.44138538823218;de;2008-07-01
Grub AR;9035;00;Eggersriet;3212;SG;9.498587446758435;47.44450894185178;de;2008-07-01
Grub SG;9036;00;Eggersriet;3212;SG;9.514596913000155;47.45421225097683;de;2008-07-01
Speicherschwendi;9037;00;Eggersriet;3212;SG;9.451075390925912;47.43197310778524;de;2008-07-01
Wienacht-Tobel;9405;00;Eggersriet;3212;SG;9.528174906713916;47.46447300742593;de;2008-07-01
Rorschach;9400;00;Goldach;3213;SG;9.482628542457665;47.47427551866874;de;2008-07-01
Goldach;9403;00;Goldach;3213;SG;9.46357294952635;47.47465075007217;de;2008-07-01
Tübach;9327;00;Mörschwil;3214;SG;9.444391535919943;47.48253119830547;de;2008-07-01
Mörschwil;9402;00;Mörschwil;3214;SG;9.427454332406386;47.467193952564074;de;2008-07-01
Rorschach;9400;00;Rorschach;3215;SG;9.493851153996019;47.475438955255385;de;2008-07-01
Rorschacherberg;9404;00;Rorschacherberg;3216;SG;9.500770236678854;47.466187109163876;de;2008-07-01
Wienacht-Tobel;9405;00;Rorschacherberg;3216;SG;9.529000969713552;47.465782693438435;de;2008-07-01
Staad SG;9422;00;Rorschacherberg;3216;SG;9.529081435457075;47.479827881979205;de;2008-07-01
Berg SG;9305;00;Steinach;3217;SG;9.421365405812198;47.49155822400746;de;2008-07-01
Steinach;9323;00;Steinach;3217;SG;9.435706673070753;47.494923376868506;de;2008-07-01
Horn;9326;00;Tübach;3218;SG;9.450997560266215;47.49039970672328;de;2008-07-01
Tübach;9327;00;Tübach;3218;SG;9.454031164673795;47.48110431460727;de;2008-07-01
Untereggen;9033;00;Untereggen;3219;SG;9.456892225224399;47.4527492582897;de;2008-07-01
Rorschacherberg;9404;00;Untereggen;3219;SG;9.479696825678854;47.456076652024606;de;2008-07-01
Au SG;9434;00;Au (SG);3231;SG;9.638725448225475;47.43107523721299;de;2008-07-01
Heerbrugg;9435;00;Au (SG);3231;SG;9.627264207685073;47.41288881704337;de;2008-07-01
Heerbrugg;9435;00;Balgach;3232;SG;9.619900440381695;47.40968759742855;de;2008-07-01
Balgach;9436;00;Balgach;3232;SG;9.613013603891805;47.3944870521882;de;2008-07-01
Rebstein;9445;00;Balgach;3232;SG;9.586837954774868;47.4083455892631;de;2008-07-01
Reute AR;9411;00;Berneck;3233;SG;9.594245885338319;47.42010910103507;de;2008-07-01
Au SG;9434;00;Berneck;3233;SG;9.62887421600461;47.43293423941177;de;2008-07-01
Heerbrugg;9435;00;Berneck;3233;SG;9.623464092709051;47.415434615402006;de;2008-07-01
Berneck;9442;00;Berneck;3233;SG;9.608730846128271;47.425313479474084;de;2008-07-01
Büriswilen;9442;02;Berneck;3233;SG;9.614449081198162;47.434630560061066;de;2009-01-01
Balgach;9436;00;Diepoldsau;3234;SG;9.623981562039232;47.382533120149546;de;2008-07-01
Widnau;9443;00;Diepoldsau;3234;SG;9.626063076925016;47.39225382678675;de;2008-07-01
Diepoldsau;9444;00;Diepoldsau;3234;SG;9.647203240854683;47.38074178188135;de;2008-07-01
Rheineck;9424;00;Rheineck;3235;SG;9.587773322545141;47.46675714905572;de;2008-07-01
Thal;9425;00;Rheineck;3235;SG;9.575400740675999;47.467651966192335;de;2008-07-01
Lutzenberg;9426;00;Rheineck;3235;SG;9.57707951680751;47.462828939358005;de;2008-07-01
Rheineck;9424;00;St. Margrethen;3236;SG;9.595303289873232;47.46082584606698;de;2008-07-01
Walzenhausen;9428;00;St. Margrethen;3236;SG;9.631237103000563;47.441996272110444;de;2008-07-01
St. Margrethen SG;9430;00;St. Margrethen;3236;SG;9.625723588377896;47.45509226610301;de;2008-07-01
Rorschacherberg;9404;00;Thal;3237;SG;9.531066887282863;47.47284343252602;de;2008-07-01
Staad SG;9422;00;Thal;3237;SG;9.548391724981567;47.47733062725992;de;2008-07-01
Altenrhein;9423;00;Thal;3237;SG;9.560428496172097;47.491915195416;de;2008-07-01
Thal;9425;00;Thal;3237;SG;9.566133781147894;47.47309996484664;de;2008-07-01
Heerbrugg;9435;00;Widnau;3238;SG;9.624784062658895;47.40542413776086;de;2008-07-01
Widnau;9443;00;Widnau;3238;SG;9.634232828402515;47.401573345092075;de;2008-07-01
Brülisau;9058;00;Altstätten;3251;SG;9.485136610139387;47.2834444766094;de;2008-07-01
Altstätten SG;9450;00;Altstätten;3251;SG;9.546698663945376;47.36938917628682;de;2008-07-01
Lüchingen;9450;02;Altstätten;3251;SG;9.55066104938392;47.3914955190213;de;2008-07-01
Hinterforst;9452;00;Altstätten;3251;SG;9.532931407507043;47.3624764897045;de;2008-07-01
Eichberg;9453;00;Altstätten;3251;SG;9.539851015603382;47.345782912534006;de;2008-07-01
Oberriet SG;9463;00;Altstätten;3251;SG;9.537709774868267;47.33400507409545;de;2008-07-01
Rüthi (Rheintal);9464;00;Altstätten;3251;SG;9.52158017885959;47.289393058822846;de;2008-07-01
Lienz;9464;02;Altstätten;3251;SG;9.513832981071474;47.284120128626256;de;2008-07-01
Hinterforst;9452;00;Eichberg;3252;SG;9.527930051527298;47.35872134396128;de;2008-07-01
Eichberg;9453;00;Eichberg;3252;SG;9.522690725452977;47.345020355904495;de;2008-07-01
Marbach SG;9437;00;Marbach (SG);3253;SG;9.580648298900114;47.384373499405434;de;2008-07-01
Balgach;9436;00;Oberriet (SG);3254;SG;9.621027301935927;47.37613576992609;de;2008-07-01
Kriessern;9451;00;Oberriet (SG);3254;SG;9.60862544094465;47.364916281261216;de;2008-07-01
Montlingen;9462;00;Oberriet (SG);3254;SG;9.582961831861981;47.34049819074297;de;2008-07-01
Oberriet SG;9463;00;Oberriet (SG);3254;SG;9.538410223079135;47.32551892699017;de;2008-07-01
Marbach SG;9437;00;Rebstein;3255;SG;9.570366080494471;47.399702064639705;de;2008-07-01
Rebstein;9445;00;Rebstein;3255;SG;9.588438099549068;47.40096313770304;de;2008-07-01
Oberriet SG;9463;00;Rüthi (SG);3256;SG;9.54672153043051;47.3053379269203;de;2008-07-01
Rüthi (Rheintal);9464;00;Rüthi (SG);3256;SG;9.533007866393257;47.29151800969609;de;2008-07-01
Lienz;9464;02;Rüthi (SG);3256;SG;9.522719498145266;47.28667765695659;de;2008-07-01
Haag (Rheintal);9469;00;Buchs (SG);3271;SG;9.483319446788936;47.197260425853436;de;2008-07-01
Buchs SG;9470;00;Buchs (SG);3271;SG;9.475764279740545;47.16516221695793;de;2008-07-01
Gams;9473;00;Gams;3272;SG;9.439356547933931;47.21447738496702;de;2008-07-01
Wildhaus;9658;00;Gams;3272;SG;9.391821934999923;47.20120912667653;de;2008-07-01
Haag (Rheintal);9469;00;Grabs;3273;SG;9.475638035031192;47.195767412932824;de;2008-07-01
Buchs SG;9470;00;Grabs;3273;SG;9.466650731369107;47.17567145811663;de;2008-07-01
Werdenberg;9470;05;Grabs;3273;SG;9.45671231850684;47.170554919644275;de;2008-07-01
Grabs;9472;00;Grabs;3273;SG;9.44865582496424;47.1826334504658;de;2008-07-01
Grabserberg;9472;02;Grabs;3273;SG;9.373756915910231;47.16463170042881;de;2008-07-01
Wildhaus;9658;00;Grabs;3273;SG;9.340016791288006;47.176139030692184;de;2008-07-01
Salez;9465;00;Sennwald;3274;SG;9.497224907824917;47.235193222812036;de;2008-07-01
Sennwald;9466;00;Sennwald;3274;SG;9.503624541629941;47.26255708500297;de;2008-07-01
Frümsen;9467;00;Sennwald;3274;SG;9.470285841784346;47.25300617429542;de;2008-07-01
Sax;9468;00;Sennwald;3274;SG;9.431598621394617;47.23708948989487;de;2008-07-01
Haag (Rheintal);9469;00;Sennwald;3274;SG;9.487291356439703;47.208271053707044;de;2008-07-01
Gams;9473;00;Sennwald;3274;SG;9.471930689507934;47.21911169146133;de;2008-07-01
Buchs SG;9470;00;Sevelen;3275;SG;9.445792574729335;47.14627861265273;de;2008-07-01
Sevelen;9475;00;Sevelen;3275;SG;9.454329454123096;47.1329384400416;de;2008-07-01
Weite;9476;00;Sevelen;3275;SG;9.492325433431123;47.10990536887826;de;2008-07-01
Sargans;7320;00;Wartau;3276;SG;9.471537703640271;47.067515232683185;de;2008-07-01
Weite;9476;00;Wartau;3276;SG;9.49902622529629;47.096730618054735;de;2008-07-01
Fontnas;9476;02;Wartau;3276;SG;9.488481906019613;47.09064969314508;de;2008-07-01
Trübbach;9477;00;Wartau;3276;SG;9.487796035874505;47.07540609242245;de;2008-07-01
